       0.0000000e+00,       6.4450436e-04,      -3.9790397e-01
       1.5625000e-02,       6.7892071e-04,      -3.9170722e-01
       3.1250000e-02,       6.5057963e-04,      -3.8457477e-01
       4.6875000e-02,       6.6153792e-04,      -3.7849886e-01
       6.2500000e-02,       6.5950117e-04,      -3.7234885e-01
       7.8125000e-02,       6.8406602e-04,      -3.6604241e-01
       9.3750000e-02,       7.8267274e-04,      -3.6037894e-01
       1.0937500e-01,       8.5882957e-04,      -3.5532856e-01
       1.2500000e-01,       7.1661173e-04,      -3.4957023e-01
       1.4062500e-01,       5.5471484e-04,      -3.4401090e-01
       1.5625000e-01,       2.5136485e-04,      -3.3789228e-01
       1.7187500e-01,      -5.5062060e-05,      -3.3187685e-01
       1.8750000e-01,      -4.1007180e-04,      -3.2567936e-01
       2.0312500e-01,      -7.9568696e-04,      -3.1941298e-01
       2.1875000e-01,      -1.1844975e-03,      -3.1318263e-01
       2.3437500e-01,      -1.5519348e-03,      -3.0703456e-01
       2.5000000e-01,      -1.8729437e-03,      -3.0103653e-01
       2.6562500e-01,      -2.1217611e-03,      -2.9532450e-01
       2.8125000e-01,      -2.2938242e-03,      -2.8996454e-01
       2.9687500e-01,      -2.3882404e-03,      -2.8497190e-01
       3.1250000e-01,      -2.4676073e-03,      -2.8034597e-01
       3.2812500e-01,      -2.4894624e-03,      -2.7583638e-01
       3.4375000e-01,      -2.4651479e-03,      -2.7164073e-01
       3.5937500e-01,      -2.4112624e-03,      -2.6776366e-01
       3.7500000e-01,      -2.3376811e-03,      -2.6405750e-01
       3.9062500e-01,      -2.2561344e-03,      -2.6049911e-01
       4.0625000e-01,      -2.1837913e-03,      -2.5724505e-01
       4.2187500e-01,      -2.1170552e-03,      -2.5402685e-01
       4.3750000e-01,      -2.0513507e-03,      -2.5112550e-01
       4.5312500e-01,      -2.0063135e-03,      -2.4821566e-01
       4.6875000e-01,      -1.9379900e-03,      -2.4536486e-01
       4.8437500e-01,      -1.8628140e-03,      -2.4265274e-01
       5.0000000e-01,      -1.7890842e-03,      -2.4009286e-01
       5.1562500e-01,      -1.7103379e-03,      -2.3766726e-01
       5.3125000e-01,      -1.6263910e-03,      -2.3539124e-01
       5.4687500e-01,      -1.5541667e-03,      -2.3330559e-01
       5.6250000e-01,      -1.4899461e-03,      -2.3129696e-01
       5.7812500e-01,      -1.4491111e-03,      -2.2952511e-01
       5.9375000e-01,      -1.3915713e-03,      -2.2776343e-01
       6.0937500e-01,      -1.3247292e-03,      -2.2617611e-01
       6.2500000e-01,      -1.2583118e-03,      -2.2467776e-01
       6.4062500e-01,      -1.1931240e-03,      -2.2326348e-01
       6.5625000e-01,      -1.1272135e-03,      -2.2200206e-01
       6.7187500e-01,      -1.0641934e-03,      -2.2090669e-01
       6.8750000e-01,      -1.0119175e-03,      -2.1989398e-01
       7.0312500e-01,      -9.6231892e-04,      -2.1903569e-01
       7.1875000e-01,      -9.3356910e-04,      -2.1824905e-01
       7.3437500e-01,      -9.1141361e-04,      -2.1755911e-01
       7.5000000e-01,      -8.9216847e-04,      -2.1692855e-01
       7.6562500e-01,      -8.8138315e-04,      -2.1637336e-01
       7.8125000e-01,      -8.7911445e-04,      -2.1587066e-01
       7.9687500e-01,      -8.8024987e-04,      -2.1538235e-01
       8.1250000e-01,      -8.8115991e-04,      -2.1490925e-01
       8.2812500e-01,      -8.8482745e-04,      -2.1449668e-01
