<u>_Ub,Cy
0.531896710395813,1.105831265449524
0.5317906141281128,1.099393963813782
0.5316743850708008,1.112539887428284
0.5311799645423889,1.093218803405762
0.5311504006385803,1.119529247283936
0.5306138396263123,1.126808643341064
0.5302959680557251,1.087296724319458
0.529935359954834,1.134387969970703
0.5289220809936523,1.142276644706726
0.5285893678665161,1.081618785858154
0.5277902483940125,1.150484681129456
0.5269386172294617,2.586766958236694
0.5268925428390503,2.567299604415894
0.5268880128860474,1.159021735191345
0.5268552303314209,2.605769157409668
0.5267519354820251,2.547373056411743
0.5266544222831726,2.62430214881897
0.5265059471130371,2.526994466781616
0.5263941884040833,2.642362356185913
0.5263322591781616,1.076176285743713
0.5261165499687195,2.50617241859436
0.5260313153266907,2.659947872161865
0.5259295701980591,1.167897701263428
0.5256761908531189,2.48491644859314
0.5255203247070312,2.677057981491089
0.5250524282455444,2.463238477706909
0.5249036550521851,2.693692922592163
0.5246102809906006,1.177122354507446
0.52437424659729,2.441150903701782
0.5241752862930298,2.709853887557983
0.5237060785293579,2.418667793273926
0.5233330726623535,2.725543260574341
0.5232558846473694,1.186705589294434
0.5229811668395996,2.395805358886719
0.5226212739944458,1.070960760116577
0.5223128795623779,2.372580289840698
0.5222509503364563,2.740764379501343
0.522082507610321,1.196657061576843
0.5214900970458984,2.349010944366455
0.5211494565010071,1.206986427307129
0.5210509300231934,2.755521059036255
0.5206128358840942,2.325117349624634
0.5201489925384521,1.217703104019165
0.5198569893836975,2.769818067550659
0.5198014974594116,2.300920724868774
0.5189149379730225,2.276443004608154
0.5188729763031006,1.228816270828247
0.5185404419898987,2.783661127090454
0.5179437398910522,2.251708030700684
0.5174422264099121,1.24033510684967
0.5171037912368774,2.797056436538696
0.517087996006012,1.065963864326477
0.5168962478637695,2.226740121841431
0.5160157680511475,1.252268195152283
0.5157561898231506,2.201565265655518
0.515558660030365,2.81001091003418
0.5147889852523804,1.264623999595642
0.5145592093467712,2.176209688186646
0.5139121413230896,2.822531700134277
0.5135803818702698,1.277410387992859
0.5133118629455566,2.150700807571411
0.5123498439788818,1.290634989738464
0.5122682452201843,2.125066518783569
0.5119249820709229,2.8346266746521
0.5111402869224548,1.304304718971252
0.5110152959823608,2.099335432052612
0.509947657585144,1.061177492141724
0.5098114013671875,1.318426251411438
0.509810745716095,2.846304178237915
0.5097865462303162,2.073536396026611
0.509019136428833,2.047698974609375
0.5085155963897705,1.33300507068634
0.5080385208129883,2.021852493286133
0.50780189037323,2.857572555541992
0.5074193477630615,1.348046660423279
0.5068882703781128,1.996026277542114
0.5065033435821533,1.363555073738098
0.5059773921966553,1.970250010490417
0.5056762099266052,2.868441104888916
0.5054574012756348,1.379534006118774
0.5050999522209167,1.944552779197693
0.5043144822120667,1.395986080169678
0.504081130027771,1.918963432312012
0.5032803416252136,1.893510341644287
0.503240704536438,1.412912964820862
0.5031396150588989,2.878918647766113
0.5024422407150269,1.868221163749695
0.5023795366287231,1.430315375328064
0.5016859769821167,1.448192834854126
0.5016725659370422,1.843122959136963
0.5011139512062073,1.818241953849792
0.5009331107139587,1.466543912887573
0.5005151629447937,1.793603301048279
0.5004682540893555,2.889014482498169
0.5003018379211426,1.056593775749207
0.5001745820045471,1.485365867614746
0.4999864101409912,1.769231081008911
0.4996109306812286,1.50465452671051
0.499522864818573,1.745148658752441
0.4992126226425171,1.524404883384705
0.4991310834884644,1.721377611160278
0.4988275170326233,1.544610142707825
0.4988105595111847,1.697938680648804
0.4985303580760956,1.674851179122925
0.4985066652297974,1.56526243686676
0.4983455836772919,1.586352467536926
0.4983412325382233,1.652132987976074
0.4982714653015137,1.607869267463684
0.4982627630233765,1.6298006772995
0.4979383945465088,2.898738622665405
0.4952477216720581,2.908100366592407
0.4923815429210663,2.917109489440918
0.4889055788516998,2.92577600479126
0.4875300526618958,1.052204966545105
0.4851698875427246,2.934109687805176
0.4815344214439392,2.942120313644409
0.4775384068489075,2.949817657470703
0.4740512371063232,1.048003673553467
0.4724356532096863,2.957211494445801
0.466644674539566,2.964311599731445
0.4606155455112457,2.971127271652222
0.4535305500030518,2.977668046951294
0.4528194069862366,1.043982625007629
0.4437474012374878,2.983943223953247
0.431722104549408,2.989961624145508
0.4281595349311829,1.04013466835022
0.4178791344165802,2.99573278427124
0.4016844630241394,1.036453127861023
0.3999992907047272,3.001265048980713
0.3764581680297852,3.006567001342773
0.3653756380081177,1.032931208610535
0.3451641499996185,3.01164722442627
0.3314033448696136,1.029562711715698
0.3037062883377075,3.016513824462891
0.3008421957492828,1.026341319084167
0.250929206609726,1.023260951042175
0.2499324381351471,3.021174669265747
0.1993050128221512,1.020316004753113
0.1832117736339569,3.025637626647949
0.1644353717565536,1.017500877380371
0.1304218322038651,1.014810085296631
0.1056845784187317,3.029910326004028
0.09818819165229797,1.012238502502441
0.06878184527158737,1.009781122207642
0.04321769624948502,1.00743305683136
0.02256696857511997,1.005189895629883
0.0065779616124928,1.003046870231628
