<u>_Ub,Points_0,Points_1,Points_2
1.045527458190918,0,2.717816352844238,0
1.045437455177307,0.0909092053771019,1.17242157459259,0
1.045368194580078,0.09090905636548996,2.360879182815552,0
1.045205116271973,0,2.407329559326172,0
1.044837832450867,0.09090908616781235,2.748258113861084,0
1.044826507568359,0,1.212246894836426,0
1.043686389923096,0,2.733270406723022,0
1.043459415435791,0.09090905636548996,2.337142705917358,0
1.043449282646179,0,2.384281158447266,0
1.043136954307556,0.09090926498174667,1.181823134422302,0
1.042559862136841,0.09090908616781235,2.762783765792847,0
1.042503595352173,0,2.360879182815552,0
1.042405962944031,0.09090905636548996,2.313091993331909,0
1.041675806045532,0,1.223159551620483,0
1.041634917259216,0,2.748258113861084,0
1.040785551071167,0.09090926498174667,1.191588044166565,0
1.040589809417725,0,2.337142705917358,0
1.040217041969299,0.09090905636548996,2.288749217987061,0
1.040109872817993,0,1.058835744857788,0
1.040038347244263,0.09090908616781235,2.776852369308472,0
1.039374589920044,0,2.762783765792847,0
1.038961172103882,0.09090905636548996,2.264136791229248,0
1.038524031639099,0,1.23447322845459,0
1.038447260856628,0,2.313092231750488,0
1.038424372673035,0.09091336280107498,1.078839898109436,0
1.038416862487793,0.0909092053771019,1.201726078987122,0
1.038003325462341,0.09090913832187653,1.212246775627136,0
1.037341952323914,0,2.288749217987061,0
1.03726589679718,0.09090908616781235,2.790469884872437,0
1.036883234977722,0,2.776852369308472,0
1.036686301231384,0.09090906381607056,1.223159432411194,0
1.036330699920654,0.09090905636548996,2.23927903175354,0
1.035398721694946,0,1.246197104454041,0
1.034865617752075,0.09090905636548996,2.214201211929321,0
1.034799337387085,0,2.264136791229248,0
1.034279346466064,0.09090908616781235,2.803642988204956,0
1.034136056900024,0,2.790470123291016,0
1.0340975522995,0.09090901911258698,1.2344731092453,0
1.033458590507507,0,2.239279270172119,0
1.032981395721436,0.09091377258300781,1.07351291179657,0
1.032289743423462,0,1.258339405059814,0
1.031767725944519,0.09090905636548996,2.188929319381714,0
1.031517267227173,0.09090899676084518,1.246196985244751,0
1.031148910522461,0,2.803643226623535,0
1.031094312667847,0.09090909361839294,2.816378831863403,0
1.030742764472961,0,1.27090859413147,0
1.030515313148499,0,2.214201211929321,0
1.030203819274902,0.09090905636548996,2.163490056991577,0
1.02892017364502,0.09090899676084518,1.258339285850525,0
1.028900861740112,0,2.188929319381714,0
1.027946710586548,0,2.816378831863403,0
1.027701854705811,0.09090909361839294,2.828684568405151,0
1.027676939964294,0,1.283912301063538,0
1.026848316192627,0.09090905636548996,2.137911558151245,0
1.02635931968689,0.09090899676084518,1.27090847492218,0
1.025601267814636,0,2.163490056991577,0
1.025270819664001,0.09090905636548996,2.112221479415894,0
1.024657845497131,0,1.297357797622681,0
1.024554252624512,0,2.82868480682373,0
1.024086236953735,0.09090909361839294,2.840568780899048,0
1.023864150047302,0.09090901166200638,1.283912181854248,0
1.023841381072998,0,2.137911558151245,0
1.022599697113037,0.09090902656316757,1.297357678413391,0
1.022185325622559,0,2.112221479415894,0
1.02191436290741,0.09090905636548996,2.086449146270752,0
1.021714329719543,0,1.311251878738403,0
1.020466089248657,0.09090905636548996,2.060623645782471,0
1.020236611366272,0.09090909361839294,2.852039575576782,0
1.020150423049927,0.09090903401374817,1.311251759529114,0
1.019057512283325,0,2.840568780899048,0
1.01893138885498,0.09090905636548996,2.034774303436279,0
1.018852591514587,0,1.325600624084473,0
1.018751859664917,0,2.086449146270752,0
1.018082618713379,0.09091382473707199,1.068408846855164,0
1.017773866653442,0.09090903401374817,1.325600504875183,0
1.017357110977173,0.09090905636548996,2.008930444717407,0
1.017160058021545,0,2.060623645782471,0
1.016162514686584,0.09090909361839294,2.863105773925781,0
1.016058683395386,0,1.340409636497498,0
1.01559579372406,0,2.034774303436279,0
1.015439867973328,0.09090904146432877,1.340409517288208,0
1.015105724334717,0,2.852039575576782,0
1.014683842658997,0,1.35568368434906,0
1.01445484161377,0,1.054351329803467,0
1.014367341995239,0.09090905636548996,1.983121991157532,0
1.013172149658203,0.09090904146432877,1.355683565139771,0
1.012968301773071,0.09090905636548996,1.957378029823303,0
1.012424111366272,0,2.008930444717407,0
1.012107849121094,0.09090904146432877,1.371426463127136,0
1.012062788009644,0,1.371426582336426,0
1.011850237846375,0.09090909361839294,2.873776435852051,0
1.011562824249268,0.09090905636548996,1.931727528572083,0
1.010957837104797,0,1.983121991157532,0
1.010910511016846,0,2.863105773925781,0
1.009982824325562,0.09090904891490936,1.387641429901123,0
1.009525895118713,0,1.957378029823303,0
1.009505748748779,0,1.387641549110413,0
1.008912563323975,0.09090905636548996,1.906199336051941,0
1.008157134056091,0.09091342985630035,1.063519239425659,0
1.007952451705933,0.09090905636548996,1.404330611228943,0
1.007696270942688,0.09090905636548996,1.880821347236633,0
1.00707483291626,0,1.404330730438232,0
1.006742596626282,0,1.931727528572083,0
1.006486535072327,0,2.873776435852051,0
1.006090402603149,0.09090905636548996,1.421495199203491,0
1.005616545677185,0.09090905636548996,1.855620980262756,0
1.005431056022644,0,1.906199336051941,0
1.004936337471008,0.09090909361839294,2.884060859680176,0
1.004808068275452,0,1.421495318412781,0
1.004677772521973,0.09090905636548996,1.830624938011169,0
1.004410624504089,0.09090906381607056,1.439135432243347,0
1.004202723503113,0,1.880821347236633,0
1.003838777542114,0.09090905636548996,1.805858850479126,0
1.003726959228516,0,1.439135551452637,0
1.003617644309998,0.09090906381607056,1.457250237464905,0
1.002312779426575,0.09090905636548996,1.781347513198853,0
1.002166032791138,0.09090906381607056,1.475837588310242,0
1.002022266387939,0,1.855620980262756,0
1.001843929290771,0,2.884060859680176,0
1.00173282623291,0,1.457250356674194,0
1.001600384712219,0.09090905636548996,1.75711464881897,0
1.001063823699951,0,1.830624938011169,0
1.000885128974915,0.09090906381607056,1.494894027709961,0
1.000408887863159,0.09090905636548996,1.733182549476624,0
1.000003337860107,0.09090910106897354,2.893968343734741,0
0.9999483823776245,0,1.475837588310242,0
0.9998906254768372,0.09090905636548996,1.709572553634644,0
0.9998534917831421,0.09090906381607056,1.51441502571106,0
0.999414324760437,0.09090906381607056,1.53439462184906,0
0.9993311762809753,0,1.805858969688416,0
0.999110996723175,0.09090905636548996,1.686304688453674,0
0.9986960887908936,0.09090906381607056,1.554825663566589,0
0.9986386299133301,0,1.781347632408142,0
0.998490035533905,0.09090906381607056,1.663397550582886,0
0.9983972907066345,0,1.49489414691925,0
0.998272716999054,0.09090906381607056,1.575699329376221,0
0.998271107673645,0.09090906381607056,1.640868306159973,0
0.9981647133827209,0.09090906381607056,1.597005486488342,0
0.9981001019477844,0.09090906381607056,1.618732810020447,0
0.9977515935897827,0,1.514415144920349,0
0.9973393678665161,0,1.75711464881897,0
0.9969624280929565,0,2.893968343734741,0
0.9968342185020447,0,1.733182549476624,0
0.9967102408409119,0,1.050058245658875,0
0.9966814517974854,0,1.53439474105835,0
0.9959150552749634,0,1.709572672843933,0
0.9958281517028809,0,1.554825663566589,0
0.9955678582191467,0,1.686304807662964,0
0.9952563643455505,0,1.575699329376221,0
0.9950739145278931,0,1.663397669792175,0
0.9950708746910095,0,1.597005605697632,0
0.9948948621749878,0,1.640868425369263,0
0.9948360919952393,0,1.618732929229736,0
0.9947584271430969,0.09090910106897354,2.903508901596069,0
0.991783082485199,0,2.903508901596069,0
0.9891719818115234,0.09090910106897354,2.912691831588745,0
0.9862682819366455,0,2.912691831588745,0
0.9832053184509277,0.09090910851955414,2.921527147293091,0
0.9822438955307007,0.0909125879406929,1.058836102485657,0
0.9804067611694336,0,2.921527147293091,0
0.9768127202987671,0.09090910851955414,2.930024862289429,0
0.9749009013175964,0,1.04594874382019,0
0.9708198308944702,0,2.930024862289429,0
0.9699042439460754,0.09090910851955414,2.938194513320923,0
0.9656060338020325,0.09091132879257202,1.054351806640625,0
0.9638224244117737,0,2.938194513320923,0
0.9623663425445557,0.09090910851955414,2.946046113967896,0
0.9561822414398193,0,2.946046113967896,0
0.9540354609489441,0.09090910851955414,2.953589200973511,0
0.9477232098579407,0,2.953589200973511,0
0.9395005106925964,0.09090911597013474,2.960833787918091,0
0.938226044178009,0,2.960833787918091,0
0.9280167818069458,0.09090911597013474,2.967789173126221,0
0.9274141192436218,0,2.967789173126221,0
0.9234693646430969,0.09090974926948547,1.050058603286743,0
0.9167050123214722,0,1.04201602935791,0
0.914906919002533,0,2.974465131759644,0
0.91458660364151,0.09090911597013474,2.974465131759644,0
0.9001556634902954,0,2.980870723724365,0
0.8985950946807861,0.09090911597013474,2.980870723724365,0
0.8973295092582703,0.0909079983830452,1.045949220657349,0
0.8792046308517456,0,1.038252949714661,0
0.8791356086730957,0.09090910851955414,2.98701548576355,0
0.8720927238464355,0,2.98701548576355,0
0.8548893928527832,0.09090910851955414,2.992908000946045,0
0.8476589918136597,0,2.992908000946045,0
0.8336197733879089,0.09090631455183029,1.042016386985779,0
0.8239536285400391,0.09090910851955414,2.998557567596436,0
0.8165310025215149,0,2.998557567596436,0
0.7957468032836914,0.09090501815080643,1.038253307342529,0
0.7850145697593689,0,1.034652829170227,0
0.7835534811019897,0.09090910851955414,3.00397253036499,0
0.7759561538696289,0,3.00397253036499,0
0.7535096406936646,0.09090443700551987,1.034653186798096,0
0.7299379110336304,0.09090910106897354,3.009161710739136,0
0.7279486656188965,0,1.031209230422974,0
0.7222176790237427,0,3.009161472320557,0
0.6647264361381531,0,1.027915835380554,0
0.6584020853042603,0.09090910106897354,3.014132976531982,0
0.6565322279930115,0.09090492874383926,1.031209588050842,0
0.6507555842399597,0,3.014132976531982,0
0.6020194888114929,0.09090679883956909,1.027916073799133,0
0.5957975387573242,0,1.024766445159912,0
0.5638228058815002,0.09090910106897354,3.018894672393799,0
0.5566698312759399,0,3.018894672393799,0
0.5441941022872925,0.09091036766767502,1.024766683578491,0
0.4464736878871918,0,1.021755218505859,0
0.4424887001514435,0.09090909361839294,3.023454904556274,0
0.4364782273769379,0,3.023454666137695,0
0.4209684133529663,0.09091589599847794,1.021755576133728,0
0.3695013523101807,0,1.018876552581787,0
0.3574966788291931,0.09092342108488083,1.018876791000366,0
0.295440286397934,0.09090909361839294,3.027820825576782,0
0.29438316822052,0,1.016124963760376,0
0.294101744890213,0.09093251824378967,1.016125202178955,0
0.29128697514534,0,3.027820587158203,0
0.2319797873497009,0.09094250202178955,1.013495206832886,0
0.2229099869728088,0,1.013495087623596,0
0.1727421432733536,0.09095212817192078,1.010981917381287,0
0.1578735858201981,0,1.010981798171997,0
0.1303041279315948,0.09090909361839294,3.032000064849854,0
0.1284452378749847,0,3.032000064849854,0
0.1180763244628906,0.09095978736877441,1.008580327033997,0
0.1015627160668373,0,1.008580327033997,0
0.0702742412686348,0.09096304327249527,1.006285905838013,0
0.0558282770216465,0,1.006285905838013,0
0.03184912353754044,0.09095881134271622,1.004093885421753,0
0.02258410677313805,0,1.004093885421753,0
0,0.09090909361839294,3.032000064849854,0.1000000014901161
0,0,3.032000064849854,0.1000000014901161
0,0.09090909361839294,3.027820825576782,0.1000000014901161
0,0,3.027820587158203,0.1000000014901161
0,0.09090909361839294,3.023454904556274,0.1000000014901161
0,0,3.023454666137695,0.1000000014901161
0,0.09090910106897354,3.018894672393799,0.1000000014901161
0,0,3.018894672393799,0.1000000014901161
0,0.09090910106897354,3.014132976531982,0.1000000014901161
0,0,3.014132976531982,0.1000000014901161
0,0.09090910106897354,3.009161710739136,0.1000000014901161
0,0,3.009161472320557,0.1000000014901161
0,0.09090910851955414,3.00397253036499,0.1000000014901161
0,0,3.00397253036499,0.1000000014901161
0,0.09090910851955414,2.998557567596436,0.1000000014901161
0,0,2.998557567596436,0.1000000014901161
0,0.09090910851955414,2.992908000946045,0.1000000014901161
0,0,2.992908000946045,0.1000000014901161
0,0.09090910851955414,2.98701548576355,0.1000000014901161
0,0,2.98701548576355,0.1000000014901161
0,0.09090911597013474,2.980870723724365,0.1000000014901161
0,0,2.980870723724365,0.1000000014901161
0,0.09090911597013474,2.974465131759644,0.1000000014901161
0,0,2.974465131759644,0.1000000014901161
0,0.09090911597013474,2.967789173126221,0.1000000014901161
0,0,2.967789173126221,0.1000000014901161
0,0.09090911597013474,2.960833787918091,0.1000000014901161
0,0,2.960833787918091,0.1000000014901161
0,0.09090910851955414,2.953589200973511,0.1000000014901161
0,0,2.953589200973511,0.1000000014901161
0,0.09090910851955414,2.946046113967896,0.1000000014901161
0,0,2.946046113967896,0.1000000014901161
0,0.09090910851955414,2.938194513320923,0.1000000014901161
0,0,2.938194513320923,0.1000000014901161
0,0.09090910851955414,2.930024862289429,0.1000000014901161
0,0,2.930024862289429,0.1000000014901161
0,0.09090910851955414,2.921527147293091,0.1000000014901161
0,0,2.921527147293091,0.1000000014901161
0,0.09090910106897354,2.912691831588745,0.1000000014901161
0,0,2.912691831588745,0.1000000014901161
0,0.09090910106897354,2.903508901596069,0.1000000014901161
0,0,2.903508901596069,0.1000000014901161
0,0.09090910106897354,2.893968343734741,0.1000000014901161
0,0,2.893968343734741,0.1000000014901161
0,0.09090909361839294,2.884060859680176,0.1000000014901161
0,0,2.884060859680176,0.1000000014901161
0,0.09090909361839294,2.873776435852051,0.1000000014901161
0,0,2.873776435852051,0.1000000014901161
0,0.09090909361839294,2.863105773925781,0.1000000014901161
0,0,2.863105773925781,0.1000000014901161
0,0.09090909361839294,2.852039575576782,0.1000000014901161
0,0,2.852039575576782,0.1000000014901161
0,0.09090909361839294,2.840568780899048,0.1000000014901161
0,0,2.840568780899048,0.1000000014901161
0,0.09090909361839294,2.828684568405151,0.1000000014901161
0,0,2.82868480682373,0.1000000014901161
0,0.09090909361839294,2.816378831863403,0.1000000014901161
0,0,2.816378831863403,0.1000000014901161
0,0.09090908616781235,2.803642988204956,0.1000000014901161
0,0,2.803643226623535,0.1000000014901161
0,0.09090908616781235,2.790469884872437,0.1000000014901161
0,0,2.790470123291016,0.1000000014901161
0,0.09090908616781235,2.776852369308472,0.1000000014901161
0,0,2.776852369308472,0.1000000014901161
0,0.09090908616781235,2.762783765792847,0.1000000014901161
0,0,2.762783765792847,0.1000000014901161
0,0.09090908616781235,2.748258113861084,0.1000000014901161
0,0,2.748258113861084,0.1000000014901161
0,0.09090908616781235,2.733270406723022,0.1000000014901161
0,0,2.733270406723022,0.1000000014901161
0,0.09090908616781235,2.717816114425659,0.1000000014901161
0,0,2.717816352844238,0.1000000014901161
0,0.09090907871723175,2.701891660690308,0.1000000014901161
0,0,2.701891660690308,0.1000000014901161
0,0.09090907871723175,2.685494184494019,0.1000000014901161
0,0,2.685494184494019,0.1000000014901161
0,0.09090907871723175,2.668622016906738,0.1000000014901161
0,0,2.668622016906738,0.1000000014901161
0,0.09090907871723175,2.651273965835571,0.1000000014901161
0,0,2.651273965835571,0.1000000014901161
0,0.09090907871723175,2.633450746536255,0.1000000014901161
0,0,2.633450746536255,0.1000000014901161
0,0.09090907126665115,2.615153551101685,0.1000000014901161
0,0,2.615153551101685,0.1000000014901161
0,0.09090907126665115,2.59638500213623,0.1000000014901161
0,0,2.59638500213623,0.1000000014901161
0,0.09090907126665115,2.577148914337158,0.1000000014901161
0,0,2.577148914337158,0.1000000014901161
0,0.09090907126665115,2.557450294494629,0.1000000014901161
0,0,2.557450294494629,0.1000000014901161
0,0.09090907126665115,2.537295818328857,0.1000000014901161
0,0,2.537295818328857,0.1000000014901161
0,0.09090906381607056,2.516693115234375,0.1000000014901161
0,0,2.516693115234375,0.1000000014901161
0,0.09090906381607056,2.495651483535767,0.1000000014901161
0,0,2.495651483535767,0.1000000014901161
0,0.09090906381607056,2.474181652069092,0.1000000014901161
0,0,2.474181652069092,0.1000000014901161
0,0.09090906381607056,2.452295303344727,0.1000000014901161
0,0,2.452295303344727,0.1000000014901161
0,0.09090905636548996,2.430006265640259,0.1000000014901161
0,0,2.430006265640259,0.1000000014901161
0,0.09090905636548996,2.407329559326172,0.1000000014901161
0,0,2.407329559326172,0.1000000014901161
0,0.09090905636548996,2.384281158447266,0.1000000014901161
0,0,2.384281158447266,0.1000000014901161
0,0.09090905636548996,2.360879182815552,0.1000000014901161
0,0,2.360879182815552,0.1000000014901161
0,0.09090905636548996,2.337142705917358,0.1000000014901161
0,0,2.337142705917358,0.1000000014901161
0,0.09090905636548996,2.313091993331909,0.1000000014901161
0,0,2.313092231750488,0.1000000014901161
0,0.09090905636548996,2.288749217987061,0.1000000014901161
0,0,2.288749217987061,0.1000000014901161
0,0.09090905636548996,2.264136791229248,0.1000000014901161
0,0,2.264136791229248,0.1000000014901161
0,0.09090905636548996,2.23927903175354,0.1000000014901161
0,0,2.239279270172119,0.1000000014901161
0,0.09090905636548996,2.214201211929321,0.1000000014901161
0,0,2.214201211929321,0.1000000014901161
0,0.09090905636548996,2.188929319381714,0.1000000014901161
0,0,2.188929319381714,0.1000000014901161
0,0.09090905636548996,2.163490056991577,0.1000000014901161
0,0,2.163490056991577,0.1000000014901161
0,0.09090905636548996,2.137911558151245,0.1000000014901161
0,0,2.137911558151245,0.1000000014901161
0,0.09090905636548996,2.112221479415894,0.1000000014901161
0,0,2.112221479415894,0.1000000014901161
0,0.09090905636548996,2.086449146270752,0.1000000014901161
0,0,2.086449146270752,0.1000000014901161
0,0.09090905636548996,2.060623645782471,0.1000000014901161
0,0,2.060623645782471,0.1000000014901161
0,0.09090905636548996,2.034774303436279,0.1000000014901161
0,0,2.034774303436279,0.1000000014901161
0,0.09090905636548996,2.008930444717407,0.1000000014901161
0,0,2.008930444717407,0.1000000014901161
0,0.09090905636548996,1.983121991157532,0.1000000014901161
0,0,1.983121991157532,0.1000000014901161
0,0.09090905636548996,1.957378029823303,0.1000000014901161
0,0,1.957378029823303,0.1000000014901161
0,0.09090905636548996,1.931727528572083,0.1000000014901161
0,0,1.931727528572083,0.1000000014901161
0,0.09090905636548996,1.906199336051941,0.1000000014901161
0,0,1.906199336051941,0.1000000014901161
0,0.09090905636548996,1.880821347236633,0.1000000014901161
0,0,1.880821347236633,0.1000000014901161
0,0.09090905636548996,1.855620980262756,0.1000000014901161
0,0,1.855620980262756,0.1000000014901161
0,0.09090905636548996,1.830624938011169,0.1000000014901161
0,0,1.830624938011169,0.1000000014901161
0,0.09090905636548996,1.805858850479126,0.1000000014901161
0,0,1.805858969688416,0.1000000014901161
0,0.09090905636548996,1.781347513198853,0.1000000014901161
0,0,1.781347632408142,0.1000000014901161
0,0.09090905636548996,1.75711464881897,0.1000000014901161
0,0,1.75711464881897,0.1000000014901161
0,0.09090905636548996,1.733182549476624,0.1000000014901161
0,0,1.733182549476624,0.1000000014901161
0,0.09090905636548996,1.709572553634644,0.1000000014901161
0,0,1.709572672843933,0.1000000014901161
0,0.09090905636548996,1.686304688453674,0.1000000014901161
0,0,1.686304807662964,0.1000000014901161
0,0.09090906381607056,1.663397550582886,0.1000000014901161
0,0,1.663397669792175,0.1000000014901161
0,0.09090906381607056,1.640868306159973,0.1000000014901161
0,0,1.640868425369263,0.1000000014901161
0,0.09090906381607056,1.618732810020447,0.1000000014901161
0,0,1.618732929229736,0.1000000014901161
0,0.09090906381607056,1.597005486488342,0.1000000014901161
0,0,1.597005605697632,0.1000000014901161
0,0.09090906381607056,1.575699329376221,0.1000000014901161
0,0,1.575699329376221,0.1000000014901161
0,0.09090906381607056,1.554825663566589,0.1000000014901161
0,0,1.554825663566589,0.1000000014901161
0,0.09090906381607056,1.53439462184906,0.1000000014901161
0,0,1.53439474105835,0.1000000014901161
0,0.09090906381607056,1.51441502571106,0.1000000014901161
0,0,1.514415144920349,0.1000000014901161
0,0.09090906381607056,1.494894027709961,0.1000000014901161
0,0,1.49489414691925,0.1000000014901161
0,0.09090906381607056,1.475837588310242,0.1000000014901161
0,0,1.475837588310242,0.1000000014901161
0,0.09090906381607056,1.457250237464905,0.1000000014901161
0,0,1.457250356674194,0.1000000014901161
0,0.09090906381607056,1.439135432243347,0.1000000014901161
0,0,1.439135551452637,0.1000000014901161
0,0.09090905636548996,1.421495199203491,0.1000000014901161
0,0,1.421495318412781,0.1000000014901161
0,0.09090905636548996,1.404330611228943,0.1000000014901161
0,0,1.404330730438232,0.1000000014901161
0,0.09090904891490936,1.387641429901123,0.1000000014901161
0,0,1.387641549110413,0.1000000014901161
0,0.09090904146432877,1.371426463127136,0.1000000014901161
0,0,1.371426582336426,0.1000000014901161
0,0.09090904146432877,1.355683565139771,0.1000000014901161
0,0,1.35568368434906,0.1000000014901161
0,0.09090904146432877,1.340409517288208,0.1000000014901161
0,0,1.340409636497498,0.1000000014901161
0,0.09090903401374817,1.325600504875183,0.1000000014901161
0,0,1.325600624084473,0.1000000014901161
0,0.09090903401374817,1.311251759529114,0.1000000014901161
0,0,1.311251878738403,0.1000000014901161
0,0.09090902656316757,1.297357678413391,0.1000000014901161
0,0,1.297357797622681,0.1000000014901161
0,0.09090901166200638,1.283912181854248,0.1000000014901161
0,0,1.283912301063538,0.1000000014901161
0,0.09090899676084518,1.27090847492218,0.1000000014901161
0,0,1.27090859413147,0.1000000014901161
0,0.09090899676084518,1.258339285850525,0.1000000014901161
0,0,1.258339405059814,0.1000000014901161
0,0.09090899676084518,1.246196985244751,0.1000000014901161
0,0,1.246197104454041,0.1000000014901161
0,0.09090901911258698,1.2344731092453,0.1000000014901161
0,0,1.23447322845459,0.1000000014901161
0,0.09090906381607056,1.223159432411194,0.1000000014901161
0,0,1.223159551620483,0.1000000014901161
0,0.09090913832187653,1.212246775627136,0.1000000014901161
0,0,1.212246894836426,0.1000000014901161
0,0.0909092053771019,1.201726078987122,0.1000000014901161
0,0,1.201726198196411,0.1000000014901161
0,0.09090926498174667,1.191588044166565,0.1000000014901161
0,0,1.191588163375854,0.1000000014901161
0,0.09090926498174667,1.181823134422302,0.1000000014901161
0,0,1.181823134422302,0.1000000014901161
0,0.0909092053771019,1.17242157459259,0.1000000014901161
0,0,1.17242157459259,0.1000000014901161
0,0.09090905636548996,1.163373708724976,0.1000000014901161
0,0,1.163373708724976,0.1000000014901161
0,0.09090885519981384,1.154669642448425,0.1000000014901161
0,0,1.154669642448425,0.1000000014901161
0,0.09090862423181534,1.146299600601196,0.1000000014901161
0,0,1.146299600601196,0.1000000014901161
0,0.09090844541788101,1.138253688812256,0.1000000014901161
0,0,1.138253688812256,0.1000000014901161
0,0.09090836346149445,1.130522131919861,0.1000000014901161
0,0,1.130522131919861,0.1000000014901161
0,0.09090843796730042,1.123095273971558,0.1000000014901161
0,0,1.123095154762268,0.1000000014901161
0,0.0909087285399437,1.115963220596313,0.1000000014901161
0,0,1.115963220596313,0.1000000014901161
0,0.09090925008058548,1.109116673469543,0.1000000014901161
0,0,1.109116554260254,0.1000000014901161
0,0.09090998023748398,1.102546095848083,0.1000000014901161
0,0,1.102545976638794,0.1000000014901161
0,0.09091085195541382,1.096242070198059,0.1000000014901161
0,0,1.09624195098877,0.1000000014901161
0,0.09091179072856903,1.090195775032043,0.1000000014901161
0,0,1.090195536613464,0.1000000014901161
0,0.09091265499591827,1.084397912025452,0.1000000014901161
0,0,1.084397673606873,0.1000000014901161
0,0.09091336280107498,1.078839898109436,0.1000000014901161
0,0,1.078839540481567,0.1000000014901161
0,0.09091377258300781,1.07351291179657,0.1000000014901161
0,0,1.073512673377991,0.1000000014901161
0,0.09091382473707199,1.068408846855164,0.1000000014901161
0,0,1.068408489227295,0.1000000014901161
0,0.09091342985630035,1.063519239425659,0.1000000014901161
0,0,1.063518881797791,0.1000000014901161
0,0.0909125879406929,1.058836102485657,0.1000000014901161
0,0,1.058835744857788,0.1000000014901161
0,0.09091132879257202,1.054351806640625,0.1000000014901161
0,0,1.054351329803467,0.1000000014901161
0,0.09090974926948547,1.050058603286743,0.1000000014901161
0,0,1.050058245658875,0.1000000014901161
0,0.0909079983830452,1.045949220657349,0.1000000014901161
0,0,1.04594874382019,0.1000000014901161
0,0.09090631455183029,1.042016386985779,0.1000000014901161
0,0,1.04201602935791,0.1000000014901161
0,0.09090501815080643,1.038253307342529,0.1000000014901161
0,0,1.038252949714661,0.1000000014901161
0,0.09090443700551987,1.034653186798096,0.1000000014901161
0,0,1.034652829170227,0.1000000014901161
0,0.09090492874383926,1.031209588050842,0.1000000014901161
0,0,1.031209230422974,0.1000000014901161
0,0.09090679883956909,1.027916073799133,0.1000000014901161
0,0,1.027915835380554,0.1000000014901161
0,0.09091036766767502,1.024766683578491,0.1000000014901161
0,0,1.024766445159912,0.1000000014901161
0,0.09091589599847794,1.021755576133728,0.1000000014901161
0,0,1.021755218505859,0.1000000014901161
0,0.09092342108488083,1.018876791000366,0.1000000014901161
0,0,1.018876552581787,0.1000000014901161
0,0.09093251824378967,1.016125202178955,0.1000000014901161
