<p>_[0.5*rho_ref*Ub^2],<u>_Ub,<uu>_Ub^2,<uv>_Ub^2,<uw>_Ub^2,<v>_Ub,<vv>_Ub^2,<vw>_Ub^2,<w>_Ub,<ww>_Ub^2,Cx,Cy
23.36775588989258,0.5499539971351624,0.01488543674349785,0.002239995403215289,0.0002329963754164055,0.1228718906641006,0.00378137594088912,4.031087155453861e-05,-0.00182507187128067,0.04371552914381027,8.773480415344238,1.028074741363525
23.36269950866699,0.5496984124183655,0.01517042145133018,0.002392224501818419,0.0002284535148646683,0.1226875185966492,0.003427392337471247,3.950728932977654e-05,-0.001725952723063529,0.04312644153833389,8.773327827453613,1.024436473846436
23.37322235107422,0.5493943095207214,0.01468054950237274,0.002051812829449773,0.0002353883610339835,0.1226566657423973,0.00413653114810586,4.069523856742308e-05,-0.001916141249239445,0.04394055530428886,8.773637771606445,1.031886458396912
23.35763931274414,0.5488957166671753,0.01551235560327768,0.002530539408326149,0.0002221053291577846,0.1223471760749817,0.00307528069242835,3.853604721371084e-05,-0.001622871262952685,0.04231443628668785,8.773178100585938,1.020963191986084
23.38066673278809,0.5484181642532349,0.0144976545125246,0.001812723465263844,0.0002344885870115831,0.1203876882791519,0.004533619154244661,3.99219170503784e-05,-0.002000055741518736,0.0438755638897419,8.773798942565918,1.035879492759705
23.41108512878418,0.5479720830917358,0.01497026346623898,0.001012405613437295,0.0002056585799437016,0.07438373565673828,0.004751742817461491,2.247418342449237e-05,-0.002040534513071179,0.04030262306332588,8.864437103271484,1.056181907653809
23.4150218963623,0.5479303598403931,0.01468339748680592,0.0008643574547022581,0.0002018501982092857,0.07482220977544785,0.005181406624615192,2.22364815272158e-05,-0.00213055475614965,0.04040200635790825,8.864493370056152,1.060851097106934
23.40719223022461,0.5476902723312378,0.01530774682760239,0.001144289621151984,0.0002094722585752606,0.07386495172977448,0.004320724401623011,2.244188726763241e-05,-0.00194429571274668,0.04004804044961929,8.864382743835449,1.051718473434448
23.3534049987793,0.5476385354995728,0.01585110649466515,0.002635338809341192,0.0002143626043107361,0.1219670176506042,0.002796606859192252,3.740100873983465e-05,-0.001539277960546315,0.04144826531410217,8.773035049438477,1.017647504806519
23.41823959350586,0.5476269721984863,0.01448863744735718,0.0007267879555001855,0.0001984881237149239,0.07511956989765167,0.005536562763154507,2.162402597605251e-05,-0.002197311259806156,0.04031680524349213,8.86454963684082,1.065733790397644
23.38676261901855,0.5475460290908813,0.01436350028961897,0.001615798799321055,0.0002321775682503358,0.1182140856981277,0.004861030727624893,3.896556518157013e-05,-0.002060318132862449,0.04369960352778435,8.773962020874023,1.040061831474304
23.42230796813965,0.5469669699668884,0.01429460942745209,0.0005445235874503851,0.0001945758995134383,0.07538098841905594,0.005962366238236427,2.042042433458846e-05,-0.002273768885061145,0.04004915803670883,8.864606857299805,1.07083797454834
23.40206909179688,0.5466943383216858,0.01575393415987492,0.001255225157365203,0.0002149401552742347,0.07520880550146103,0.003918657545000315,2.310186755494215e-05,-0.001858025905676186,0.03963702544569969,8.864328384399414,1.047452926635742
23.39277839660645,0.546363353729248,0.01419312786310911,0.001380889094434679,0.0002303451765328646,0.1178463473916054,0.005292599555104971,3.846812614938244e-05,-0.002146177692338824,0.04347250610589981,8.774128913879395,1.044441699981689
23.42726898193359,0.5458734035491943,0.014112145639956,0.0003132574493065476,0.0001919685018947348,0.07557298243045807,0.006456762086600065,1.896266985568218e-05,-0.002359454985707998,0.03952687978744507,8.864664077758789,1.076171636581421
23.34917068481445,0.5454654097557068,0.01628280431032181,0.002728551393374801,0.000204011972527951,0.1213506087660789,0.002519666915759444,3.579281474230811e-05,-0.00145639106631279,0.04032886773347855,8.772896766662598,1.014481782913208
23.39690399169922,0.5450742840766907,0.01631422713398933,0.001346418517641723,0.0002191822713939473,0.07643426954746246,0.003514398355036974,2.345631037314888e-05,-0.001770872040651739,0.03903243318200111,8.864275932312012,1.043377161026001
23.3987865447998,0.5450720191001892,0.01403906289488077,0.001141893560998142,0.0002282410423504189,0.1174286901950836,0.005723802372813225,3.781092527788132e-05,-0.002229501958936453,0.04314256459474564,8.774297714233398,1.04902720451355
23.43146896362305,0.5448838472366333,0.01396572217345238,0.0001126267816289328,0.0001916401088237762,0.07571416348218918,0.006877088453620672,1.812872505979612e-05,-0.002432359149679542,0.03900459408760071,8.86472225189209,1.081742525100708
23.40397644042969,0.5438174605369568,0.01393492985516787,0.000933020724914968,0.0002271769772050902,0.1169087365269661,0.006080834195017815,3.726450086105615e-05,-0.002292755991220474,0.04271585866808891,8.774466514587402,1.053826451301575
23.43575668334961,0.5437560677528381,0.01383968628942966,-9.445869363844395e-05,0.0001945547555806115,0.07579042017459869,0.007292752619832754,1.803598752303515e-05,-0.002507654717192054,0.03835901618003845,8.864779472351074,1.087559103965759
