<p>_[0.5*rho_ref*Ub^2],<u>_Ub,<uu>_Ub^2,<uv>_Ub^2,<uw>_Ub^2,<v>_Ub,<vv>_Ub^2,<vw>_Ub^2,<w>_Ub,<ww>_Ub^2,Cx,Cy,u_b (cell interpolated)
23.48937225341797,0.531896710395813,0.01520160771906376,-0.0006970975082367659,0.0001469207927584648,0.02303722873330116,0.006331396289169788,1.276100556424353e-05,-0.002398291835561395,0.03397655114531517,0.06791878491640091,1.104844808578491,1.063793420791626
23.48655891418457,0.5317906141281128,0.0156414583325386,-0.0006250095320865512,0.0001504033280070871,0.02244157344102859,0.005957103800028563,1.465239711251343e-05,-0.002342432970181108,0.03430575877428055,0.06792860478162766,1.098427057266235,1.063581228256226
23.49218559265137,0.5316743850708008,0.0148540697991848,-0.0007963206153362989,0.0001463079242967069,0.0235810112208128,0.00671506067737937,1.142682776844595e-05,-0.00246865744702518,0.03350525349378586,0.0679091289639473,1.111534595489502,1.063348770141602
23.48279762268066,0.5311799645423889,0.01635640114545822,-0.0005647336947731674,0.0001529746077721938,0.02158257365226746,0.005470671691000462,1.670401798037346e-05,-0.002271290635690093,0.03456927090883255,0.06793852150440216,1.092272281646729,1.062359929084778
23.49594497680664,0.5311504006385803,0.01445673033595085,-0.0009480929584242404,0.0001507243723608553,0.02426569536328316,0.007233873009681702,9.930303349392489e-06,-0.002577417064458132,0.03276429697871208,0.06789969652891159,1.118506073951721,1.062300801277161
23.49877166748047,0.5306138396263123,0.01419961638748646,-0.0010738680139184,0.0001580049574840814,0.0247533954679966,0.007627609185874462,8.627005627204198e-06,-0.002659463090822101,0.03213514760136604,0.06789053231477737,1.125768542289734,1.061227679252625
23.47996520996094,0.5302959680557251,0.01700999215245247,-0.0005501349805854261,0.0001512895687483251,0.02088248915970325,0.005117136519402266,1.725455695122946e-05,-0.002221514936536551,0.03462067246437073,0.06794843822717667,1.086371183395386,1.06059193611145
23.50161743164062,0.529935359954834,0.01398545317351818,-0.001210720045492053,0.0001681614085100591,0.02521447837352753,0.008025283925235271,6.083460903028026e-06,-0.0027368632145226,0.03143114596605301,0.06788164377212524,1.133331894874573,1.059870719909668
23.50543594360352,0.5289220809936523,0.01373649761080742,-0.00140111637301743,0.0001812386908568442,0.02580572478473186,0.008556690067052841,1.558141775603872e-06,-0.002837557578459382,0.03043716214597225,0.0678730309009552,1.141205906867981,1.057844161987305
23.47711181640625,0.5285893678665161,0.01788458414375782,-0.0005851302994415164,0.0001442802313249558,0.02008251659572124,0.004783215932548046,1.575898932060227e-05,-0.0021762705873698,0.03444407507777214,0.06795825064182281,1.080714702606201,1.057178735733032
23.50929260253906,0.5277902483940125,0.01352908834815025,-0.001599873881787062,0.0001926185941556469,0.02636780776083469,0.009087136015295982,-3.475614676062833e-06,-0.002928002737462521,0.02938617393374443,0.06786470115184784,1.149400234222412,1.055580496788025
23.75260925292969,0.5269386172294617,0.006947797723114491,-0.001111830468289554,0.0001526404666947201,0.009071496315300465,0.004071552306413651,3.167722388752736e-05,0.001860583084635437,0.005306704435497522,0.06807468831539154,2.586373090744019,1.053877234458923
23.75141525268555,0.5268925428390503,0.007084613665938377,-0.00124311400577426,0.0001563405094202608,0.009464645758271217,0.004240262322127819,2.984126513183583e-05,0.001887041144073009,0.005344059318304062,0.06806956976652145,2.56689453125,1.053785085678101
23.51220703125,0.5268880128860474,0.01339344959706068,-0.001752592390403152,0.000200381560716778,0.02677406743168831,0.009483237750828266,-7.138248292903882e-06,-0.002991266548633575,0.02857427299022675,0.06785666197538376,1.157924890518188,1.053776025772095
23.75372695922852,0.5268552303314209,0.006822989787906408,-0.0009834961965680122,0.0001537645293865353,0.008694868534803391,0.003910891246050596,3.136491432087496e-05,0.001845069229602814,0.005264949053525925,0.06807968020439148,2.605386734008789,1.053710460662842
23.75030326843262,0.5267519354820251,0.007213297300040722,-0.00136020069476217,0.0001640636182855815,0.009817622601985931,0.004395189229398966,2.653201954672113e-05,0.001900009694509208,0.00537280086427927,0.06806433200836182,2.546956539154053,1.05350387096405
23.75477027893066,0.5266544222831726,0.006706098094582558,-0.0008601055596955121,0.0001582702971063554,0.008331617340445518,0.00375738856382668,2.819572000589687e-05,0.001843413105234504,0.005219721235334873,0.06808454543352127,2.623930692672729,1.053308844566345
23.74911689758301,0.5265059471130371,0.00734972208738327,-0.001480640145018697,0.0001739267900120467,0.01018456742167473,0.00455892737954855,2.170227708120365e-05,0.001890087034553289,0.005399999208748341,0.06805897504091263,2.526566505432129,1.053011894226074
23.75562858581543,0.5263941884040833,0.006609057076275349,-0.0007577629294246435,0.0001640698465052992,0.008018253371119499,0.003628309583291411,2.349585702177137e-05,0.001845134771429002,0.005180392414331436,0.06808929145336151,2.642002105712891,1.052788376808167
23.47424697875977,0.5263322591781616,0.0189041905105114,-0.000648278568405658,0.0001373386039631441,0.01921932026743889,0.004460766911506653,1.35956233862089e-05,-0.002125053200870752,0.03414108231663704,0.06796787679195404,1.075294256210327,1.052664518356323
23.74768257141113,0.5261165499687195,0.0075163459405303,-0.001620336668565869,0.000182208270416595,0.01062300987541676,0.004753966815769672,1.589404746482614e-05,0.001863276120275259,0.005436518229544163,0.06805349886417389,2.505733251571655,1.052233099937439
23.75642967224121,0.5260313153266907,0.006519767455756664,-0.0006616158061660826,0.0001713347446639091,0.007712540216743946,0.003504761029034853,1.839461765484884e-05,0.00185122899711132,0.005147743970155716,0.0680939182639122,2.659598827362061,1.052062630653381
23.51515960693359,0.5259295701980591,0.01328139193356037,-0.001908493111841381,0.0002076677919831127,0.02716058865189552,0.009875260293483734,-1.077105935110012e-05,-0.003049328224733472,0.02774318493902683,0.06784889847040176,1.166789650917053,1.051859140396118
23.74635696411133,0.5256761908531189,0.007677903398871422,-0.001744246343150735,0.0001857699680840597,0.01102417893707752,0.004931136500090361,1.101183261198457e-05,0.001823655562475324,0.005475064739584923,0.0680479034781456,2.484466075897217,1.051352381706238
23.75729751586914,0.5255203247070312,0.006427154410630465,-0.0005566368345171213,0.0001807802473194897,0.007374743930995464,0.003368461970239878,1.365858952340204e-05,0.001870194682851434,0.005120327230542898,0.06809842586517334,2.676720142364502,1.051040649414062
23.74521255493164,0.5250524282455444,0.00786320399492979,-0.001870758016593754,0.0001882544020190835,0.01151016261428595,0.005110645666718483,6.696930540783796e-06,0.001769826980307698,0.005521026439964771,0.06804218888282776,2.462776660919189,1.050104856491089
23.75811195373535,0.5249036550521851,0.006345657631754875,-0.0004566701245494187,0.0001887158723548055,0.007045916747301817,0.003237196942791343,1.008177332550986e-05,0.001899058348499238,0.00510444724932313,0.06810280680656433,2.693366289138794,1.04980731010437
23.51913452148438,0.5246102809906006,0.01315136626362801,-0.002118078991770744,0.0002162591554224491,0.02765725739300251,0.01039244700223207,-1.623955358809326e-05,-0.003112818812951446,0.02662620879709721,0.06784144043922424,1.176004528999329,1.049220561981201
23.74399948120117,0.52437424659729,0.008063208311796188,-0.002000168431550264,0.0001924854295793921,0.01200111489742994,0.005294482689350843,2.176343059545616e-06,0.001726009882986546,0.005576428025960922,0.06803636252880096,2.440677881240845,1.04874849319458
23.75887870788574,0.5241752862930298,0.006272808648645878,-0.0003615506575442851,0.0001912883890327066,0.006725526414811611,0.003110496560111642,7.223250577226281e-06,0.001928417710587382,0.005097062326967716,0.06810706853866577,2.709538221359253,1.04835057258606
