       2.2378440e-17,      -2.8136778e-07,      -1.3807565e-06,      -9.9374047e-08,       1.8813253e-09,       3.7557674e-08,       2.9989030e-09,      -9.8570718e-10,       2.1218951e-08
       5.1306625e-03,      -3.2906277e-02,       2.7772103e-04,      -1.0142426e-03,       1.7765495e-03,       8.5612731e-06,       1.5644867e-03,       7.6716087e-06,       1.6747987e-03
       1.0401558e-02,      -6.5340285e-02,       1.0508689e-03,      -1.9694066e-03,       5.2623798e-03,       8.9595904e-05,       4.5571389e-03,       3.7350654e-05,       4.9545573e-03
       1.5816011e-02,      -9.5411677e-02,       2.2007454e-03,      -2.7903805e-03,       8.7160111e-03,       3.0380506e-04,       7.4800243e-03,       5.7160267e-05,       8.2499202e-03
       2.1377395e-02,      -1.2216153e-01,       3.6086133e-03,      -3.4714407e-03,       1.1531503e-02,       6.6010898e-04,       9.8850722e-03,       3.8962402e-05,       1.1038342e-02
       2.7089130e-02,      -1.4545053e-01,       5.1738714e-03,      -4.0326584e-03,       1.3665788e-02,       1.1380675e-03,       1.1772514e-02,      -2.0288699e-05,       1.3288185e-02
       3.2954683e-02,      -1.6542571e-01,       6.8209254e-03,      -4.4814587e-03,       1.5227932e-02,       1.7092840e-03,       1.3233218e-02,      -1.1753780e-04,       1.5085217e-02
       3.8977569e-02,      -1.8237139e-01,       8.4950459e-03,      -4.8275173e-03,       1.6360128e-02,       2.3459905e-03,       1.4367309e-02,      -2.4590115e-04,       1.6536714e-02
       4.5161342e-02,      -1.9658380e-01,       1.0154283e-02,      -5.0791855e-03,       1.7184675e-02,       3.0242347e-03,       1.5253939e-02,      -3.9871985e-04,       1.7731425e-02
       5.1509600e-02,      -2.0835215e-01,       1.1766832e-02,      -5.2430388e-03,       1.7798239e-02,       3.7256288e-03,       1.5953248e-02,      -5.7288000e-04,       1.8738558e-02
       5.8025982e-02,      -2.1795795e-01,       1.3310650e-02,      -5.3338174e-03,       1.8273316e-02,       4.4365495e-03,       1.6508991e-02,      -7.6677352e-04,       1.9609428e-02
       6.4714163e-02,      -2.2566728e-01,       1.4771302e-02,      -5.3733096e-03,       1.8662544e-02,       5.1465827e-03,       1.6952430e-02,      -9.7870320e-04,       2.0380778e-02
       7.1577853e-02,      -2.3171592e-01,       1.6139576e-02,      -5.3859535e-03,       1.9002313e-02,       5.8480949e-03,       1.7304561e-02,      -1.2049823e-03,       2.1077484e-02
       7.8620797e-02,      -2.3631911e-01,       1.7408956e-02,      -5.4013393e-03,       1.9314832e-02,       6.5353619e-03,       1.7585865e-02,      -1.4404675e-03,       2.1718029e-02
       8.5846769e-02,      -2.3967310e-01,       1.8575294e-02,      -5.4365033e-03,       1.9621335e-02,       7.2043781e-03,       1.7817672e-02,      -1.6808939e-03,       2.2321693e-02
       9.3259571e-02,      -2.4194590e-01,       1.9641491e-02,      -5.4949531e-03,       1.9937903e-02,       7.8533650e-03,       1.8021080e-02,      -1.9226091e-03,       2.2906174e-02
       1.0086303e-01,      -2.4325585e-01,       2.0614340e-02,      -5.5825823e-03,       2.0277614e-02,       8.4819802e-03,       1.8208771e-02,      -2.1637528e-03,       2.3484182e-02
       1.0866099e-01,      -2.4369321e-01,       2.1498984e-02,      -5.7122013e-03,       2.0645371e-02,       9.0907458e-03,       1.8381172e-02,      -2.4051908e-03,       2.4058645e-02
       1.1665731e-01,      -2.4334932e-01,       2.2297905e-02,      -5.8886526e-03,       2.1041134e-02,       9.6828081e-03,       1.8535047e-02,      -2.6491659e-03,       2.4629495e-02
       1.2485588e-01,      -2.4234503e-01,       2.3015003e-02,      -6.1006378e-03,       2.1462280e-02,       1.0262302e-02,       1.8673551e-02,      -2.8975232e-03,       2.5199066e-02
       1.3326057e-01,      -2.4077774e-01,       2.3652638e-02,      -6.3370821e-03,       2.1908684e-02,       1.0834417e-02,       1.8795772e-02,      -3.1510080e-03,       2.5769436e-02
       1.4187529e-01,      -2.3871166e-01,       2.4208972e-02,      -6.5870528e-03,       2.2375282e-02,       1.1404187e-02,       1.8897086e-02,      -3.4116768e-03,       2.6338278e-02
       1.5070392e-01,      -2.3619681e-01,       2.4687067e-02,      -6.8321109e-03,       2.2859131e-02,       1.1975628e-02,       1.8987682e-02,      -3.6821646e-03,       2.6911221e-02
       1.5975036e-01,      -2.3328639e-01,       2.5100374e-02,      -7.0682085e-03,       2.3367099e-02,       1.2549511e-02,       1.9083398e-02,      -3.9608680e-03,       2.7500004e-02
