Cy
4.4141677021980286e-01
4.4606027007102966e-01
4.5104649662971497e-01
4.5635333657264709e-01
4.6196573972702026e-01
4.6787428855895996e-01
4.7407430410385132e-01
4.8056459426879883e-01
4.8734682798385620e-01
4.9442464113235474e-01
5.0180333852767944e-01
5.0948929786682129e-01
5.1748979091644287e-01
5.2581262588500977e-01
5.3446608781814575e-01
5.4345887899398804e-01
5.5279976129531860e-01
5.6249767541885376e-01
5.7256168127059937e-01
5.8300077915191650e-01
5.9382402896881104e-01
6.0504037141799927e-01
6.1665856838226318e-01
6.2868738174438477e-01
6.4113515615463257e-01
6.5401005744934082e-01
6.6731995344161987e-01
6.8107235431671143e-01
6.9527441263198853e-01
7.0993286371231079e-01
7.2505408525466919e-01
7.4064397811889648e-01
7.5670784711837769e-01
7.7325069904327393e-01
7.9027676582336426e-01
8.0779004096984863e-01
8.2579362392425537e-01
8.4429025650024414e-01
8.6328190565109253e-01
8.8277006149291992e-01
9.0275549888610840e-01
9.2323833703994751e-01
9.4421803951263428e-01
9.6569329500198364e-01
9.8766225576400757e-01
1.0101221799850464e+00
1.0330696105957031e+00
1.0565004348754883e+00
1.0804095268249512e+00
1.1047910451889038e+00
1.1296381950378418e+00
1.1549434661865234e+00
1.1806980371475220e+00
1.2068923711776733e+00
1.2335159778594971e+00
1.2605569362640381e+00
1.2880024909973145e+00
1.3158386945724487e+00
1.3440504074096680e+00
1.3726212978363037e+00
1.4015338420867920e+00
1.4307692050933838e+00
1.4603073596954346e+00
1.4901273250579834e+00
1.5202065706253052e+00
1.5505216121673584e+00
1.5810480117797852e+00
1.6117600202560425e+00
1.6426310539245605e+00
1.6736335754394531e+00
1.7047394514083862e+00
1.7359197139739990e+00
1.7671446800231934e+00
1.7983844280242920e+00
1.8296086788177490e+00
1.8607866764068604e+00
1.8918879032135010e+00
1.9228818416595459e+00
1.9537378549575806e+00
1.9844259023666382e+00
2.0149164199829102e+00
2.0451800823211670e+00
2.0751886367797852e+00
2.1049146652221680e+00
2.1343312263488770e+00
2.1634128093719482e+00
2.1921350955963135e+00
2.2204744815826416e+00
2.2484092712402344e+00
2.2759184837341309e+00
2.3029830455780029e+00
2.3295850753784180e+00
2.3557083606719971e+00
2.3813381195068359e+00
2.4064607620239258e+00
2.4310650825500488e+00
2.4551403522491455e+00
2.4786777496337891e+00
2.5016705989837646e+00
2.5241124629974365e+00
2.5459992885589600e+00
2.5673279762268066e+00
2.5880966186523438e+00
2.6083049774169922e+00
2.6279537677764893e+00
2.6470448970794678e+00
2.6655812263488770e+00
2.6835665702819824e+00
2.7010061740875244e+00
2.7179055213928223e+00
2.7342712879180908e+00
2.7501108646392822e+00
2.7654321193695068e+00
2.7802436351776123e+00
2.7945544719696045e+00
2.8083744049072266e+00
2.8217132091522217e+00
2.8345813751220703e+00
2.8469896316528320e+00
2.8589484691619873e+00
2.8704695701599121e+00
2.8815636634826660e+00
2.8922424316406250e+00
2.9025173187255859e+00
2.9123992919921875e+00
2.9218997955322266e+00
2.9310302734375000e+00
2.9398016929626465e+00
2.9482247829437256e+00
2.9563100337982178e+00
2.9640679359436035e+00
2.9715082645416260e+00
2.9786403179168701e+00
2.9854726791381836e+00
2.9920125007629395e+00
2.9982664585113525e+00
3.0042390823364258e+00
3.0099320411682129e+00
3.0153450965881348e+00
3.0204725265502930e+00
3.0253038406372070e+00
3.0298218727111816e+00
3.0339999198913574e+00
