       8.5714298e-01,      -2.8523621e-07,       3.6057586e-07,       2.5849605e-08,       1.4421117e-08,       2.2051599e-08,       1.3419647e-09,       1.7608853e-08,       1.8907340e-08
       8.6082512e-01,      -1.0766012e-02,       8.0896208e-03,      -2.5476625e-04,       1.2678569e-03,       7.2572386e-04,       1.2819093e-03,      -9.5467906e-04,       1.6377450e-03
       8.6460791e-01,      -2.0050761e-02,       1.4924811e-02,      -5.1569925e-04,       3.6601592e-03,       2.1214480e-03,       4.1896598e-03,      -2.7332423e-03,       4.9856335e-03
       8.6849372e-01,      -2.8373133e-02,       2.0926282e-02,      -7.7266366e-04,       5.9855077e-03,       3.5587955e-03,       7.6345536e-03,      -4.4108281e-03,       8.5894284e-03
       8.7248497e-01,      -3.6334316e-02,       2.6560750e-02,      -1.0077668e-03,       7.8633508e-03,       4.8363122e-03,       1.0952433e-02,      -5.6717276e-03,       1.1826048e-02
       8.7658413e-01,      -4.4273789e-02,       3.2089874e-02,      -1.2099766e-03,       9.2755049e-03,       5.9341209e-03,       1.3862476e-02,      -6.4809556e-03,       1.4536051e-02
       8.8079369e-01,      -5.2182949e-02,       3.7520913e-02,      -1.3801811e-03,       1.0314238e-02,       6.8944771e-03,       1.6321452e-02,      -6.9005572e-03,       1.6765083e-02
       8.8511615e-01,      -5.9846250e-02,       4.2719277e-02,      -1.5234114e-03,       1.1085601e-02,       7.7816846e-03,       1.8391060e-02,      -7.0251432e-03,       1.8629173e-02
       8.8955408e-01,      -6.6962090e-02,       4.7503766e-02,      -1.6453033e-03,       1.1697198e-02,       8.6524364e-03,       2.0165645e-02,      -6.9493068e-03,       2.0257640e-02
       8.9411006e-01,      -7.3207631e-02,       5.1696201e-02,      -1.7478841e-03,       1.2243858e-02,       9.5591004e-03,       2.1731307e-02,      -6.7582075e-03,       2.1767133e-02
       8.9878670e-01,      -7.8287646e-02,       5.5153750e-02,      -1.8303716e-03,       1.2809837e-02,       1.0542275e-02,       2.3155017e-02,      -6.5279309e-03,       2.3253565e-02
       9.0358663e-01,      -8.1947323e-02,       5.7777118e-02,      -1.8912080e-03,       1.3475355e-02,       1.1632836e-02,       2.4485077e-02,      -6.3257641e-03,       2.4796634e-02
       9.0851252e-01,      -8.3945934e-02,       5.9491882e-02,      -1.9300758e-03,       1.4321547e-02,       1.2849085e-02,       2.5754457e-02,      -6.2063287e-03,       2.6462545e-02
       9.1356705e-01,      -8.4073872e-02,       6.0263426e-02,      -1.9464501e-03,       1.5413572e-02,       1.4207625e-02,       2.6986091e-02,      -6.2266554e-03,       2.8303644e-02
       9.1875294e-01,      -8.2143300e-02,       6.0089878e-02,      -1.9378807e-03,       1.6832334e-02,       1.5705996e-02,       2.8198070e-02,      -6.4337624e-03,       3.0368200e-02
       9.2407291e-01,      -7.7938592e-02,       5.8969039e-02,      -1.8954357e-03,       1.8647807e-02,       1.7347073e-02,       2.9401185e-02,      -6.8659678e-03,       3.2698033e-02
       9.2952971e-01,      -7.1242741e-02,       5.6924652e-02,      -1.8102309e-03,       2.0915848e-02,       1.9120942e-02,       3.0599934e-02,      -7.5529811e-03,       3.5318361e-02
       9.3512610e-01,      -6.1825427e-02,       5.3997371e-02,      -1.6834431e-03,       2.3686240e-02,       2.1012049e-02,       3.1792448e-02,      -8.5164788e-03,       3.8245369e-02
       9.4086485e-01,      -4.9404176e-02,       5.0215552e-02,      -1.5312679e-03,       2.7024136e-02,       2.2995940e-02,       3.2973726e-02,      -9.7668021e-03,       4.1496901e-02
       9.4674875e-01,      -3.3721040e-02,       4.5649084e-02,      -1.3786931e-03,       3.0955062e-02,       2.5046564e-02,       3.4140367e-02,      -1.1318316e-02,       4.5070996e-02
       9.5278058e-01,      -1.4566614e-02,       4.0416036e-02,      -1.2532829e-03,       3.5533492e-02,       2.7111453e-02,       3.5311282e-02,      -1.3160901e-02,       4.8978114e-02
       9.5896313e-01,       8.3270590e-03,       3.4599238e-02,      -1.1934510e-03,       4.0794041e-02,       2.9156832e-02,       3.6492835e-02,      -1.5268626e-02,       5.3221854e-02
       9.6529921e-01,       3.5156500e-02,       2.8334157e-02,      -1.2425260e-03,       4.6733299e-02,       3.1124555e-02,       3.7702191e-02,      -1.7592612e-02,       5.7780023e-02
       9.7179159e-01,       6.6040248e-02,       2.1787321e-02,      -1.4232165e-03,       5.3308367e-02,       3.2955149e-02,       3.8976095e-02,      -2.0065720e-02,       6.2619805e-02
       9.7844307e-01,       1.0105988e-01,       1.5104776e-02,      -1.7243143e-03,       6.0441294e-02,       3.4589290e-02,       4.0337345e-02,      -2.2594312e-02,       6.7683964e-02
       9.8525642e-01,       1.4011574e-01,       8.4820860e-03,      -2.1238663e-03,       6.7888284e-02,       3.5949166e-02,       4.1743091e-02,      -2.5065426e-02,       7.2790270e-02
       9.9223439e-01,       1.8286338e-01,       2.2047271e-03,      -2.5806062e-03,       7.5460187e-02,       3.6975342e-02,       4.3176844e-02,      -2.7371012e-02,       7.7806186e-02
       9.9937973e-01,       2.2902819e-01,      -3.6022408e-03,      -3.0436178e-03,       8.2903115e-02,       3.7663064e-02,       4.4610138e-02,      -2.9401866e-02,       8.2588159e-02
       1.0066951e+00,       2.7810836e-01,      -8.7464584e-03,      -3.4644362e-03,       8.9898652e-02,       3.8003032e-02,       4.6042026e-02,      -3.1048829e-02,       8.6971855e-02
       1.0141833e+00,       3.2945653e-01,      -1.3050578e-02,      -3.8044803e-03,       9.6106802e-02,       3.7994946e-02,       4.7440052e-02,      -3.2221268e-02,       9.0770900e-02
       1.0218469e+00,       3.8235692e-01,      -1.6425810e-02,      -4.0330486e-03,       1.0118469e-01,       3.7675995e-02,       4.8744112e-02,      -3.2862794e-02,       9.3802397e-02
       1.0296886e+00,       4.3603068e-01,      -1.8859687e-02,      -4.1415071e-03,       1.0465921e-01,       3.7053187e-02,       4.9878631e-02,      -3.2931931e-02,       9.5795512e-02
       1.0377108e+00,       4.8942690e-01,      -2.0206269e-02,      -4.1397836e-03,       1.0635732e-01,       3.6152814e-02,       5.0887968e-02,      -3.2478869e-02,       9.6699053e-02
       1.0459162e+00,       5.4181277e-01,      -2.0565185e-02,      -4.0793278e-03,       1.0622688e-01,       3.5029307e-02,       5.1808912e-02,      -3.1561107e-02,       9.6532548e-02
       1.0543072e+00,       5.9245356e-01,      -2.0004419e-02,      -4.0171393e-03,       1.0433011e-01,       3.3729670e-02,       5.2694689e-02,      -3.0246183e-02,       9.5377235e-02
       1.0628863e+00,       6.4071153e-01,      -1.8605386e-02,      -3.9610964e-03,       1.0085943e-01,       3.2298572e-02,       5.3549752e-02,      -2.8607199e-02,       9.3353875e-02
       1.0716556e+00,       6.8607284e-01,      -1.6494159e-02,      -3.8799831e-03,       9.6106543e-02,       3.0805436e-02,       5.4301060e-02,      -2.6715497e-02,       9.0606519e-02
       1.0806177e+00,       7.2817439e-01,      -1.3880315e-02,      -3.7547349e-03,       9.0333377e-02,       2.9304017e-02,       5.4854858e-02,      -2.4647960e-02,       8.7246126e-02
       1.0897745e+00,       7.6647783e-01,      -1.0835060e-02,      -3.5474898e-03,       8.4014388e-02,       2.7834848e-02,       5.5234510e-02,      -2.2509400e-02,       8.3541873e-02
       1.0991283e+00,       8.0074131e-01,      -7.5309714e-03,      -3.2439384e-03,       7.7549556e-02,       2.6449799e-02,       5.5472558e-02,      -2.0355413e-02,       7.9735957e-02
       1.1086810e+00,       8.3090565e-01,      -4.1067488e-03,      -2.8818507e-03,       7.1158987e-02,       2.5188306e-02,       5.5597017e-02,      -1.8239355e-02,       7.5972155e-02
       1.1184346e+00,       8.5708523e-01,      -6.7817948e-04,      -2.4967418e-03,       6.5032651e-02,       2.4078095e-02,       5.5576367e-02,      -1.6225556e-02,       7.2343557e-02
       1.1283909e+00,       8.7949854e-01,       2.6406890e-03,      -2.1192839e-03,       5.9355243e-02,       2.3152337e-02,       5.5345103e-02,      -1.4358898e-02,       6.8926342e-02
